cell,seed,status,wall_seconds
shared-boundary-heterogeneity,321521,executed,0.6942525010090321
shared-boundary-heterogeneity,321522,executed,0.7031772499904037
shared-boundary-heterogeneity,321523,executed,0.7011964159901254
shared-boundary-heterogeneity,321524,executed,0.7012517920229584
shared-boundary-heterogeneity,321525,executed,0.7190683329827152
shared-boundary-heterogeneity,321526,executed,0.7242904579616152
shared-boundary-heterogeneity,321527,executed,0.7251169169321656
shared-boundary-heterogeneity,321528,executed,0.755830334033817
shared-boundary-heterogeneity,321529,executed,0.7624347489909269
shared-boundary-heterogeneity,321530,executed,0.762275375018362
shared-boundary-heterogeneity,321531,executed,0.7576098739518784
shared-boundary-heterogeneity,321532,executed,0.7448802080471069
shared-boundary-heterogeneity,321533,executed,0.7328767500002868
shared-boundary-heterogeneity,321534,executed,0.7057073329924606
shared-boundary-heterogeneity,321535,executed,0.7061185840284452
shared-boundary-heterogeneity,321536,executed,0.7241751669789664
shared-boundary-heterogeneity,321537,executed,0.7228112909942865
shared-boundary-heterogeneity,321538,executed,0.7517922080005519
shared-boundary-heterogeneity,321539,executed,0.7266228329972364
shared-boundary-heterogeneity,321540,executed,0.7104388340376318
shared-boundary-heterogeneity,321541,executed,0.718672001035884
shared-boundary-heterogeneity,321542,executed,0.7266042490373366
shared-boundary-heterogeneity,321543,executed,0.7191665839636698
shared-boundary-heterogeneity,321544,executed,0.7170390419778414
shared-boundary-heterogeneity,321545,executed,0.7206020829617046
shared-boundary-heterogeneity,321546,executed,0.7090028750244528
shared-boundary-heterogeneity,321547,executed,0.7312038330128416
shared-boundary-heterogeneity,321548,executed,0.7028244590037502
shared-boundary-heterogeneity,321549,executed,0.723647249978967
shared-boundary-heterogeneity,321550,executed,0.712320958962664
logistic-approximation-failure,331501,executed,21.248948458000086
logistic-approximation-failure,331502,executed,21.266696334001608
logistic-approximation-failure,331503,executed,21.178434166999068
logistic-approximation-failure,331504,executed,21.231345332984347
logistic-approximation-failure,331505,executed,21.185954374959692
logistic-approximation-failure,331506,executed,21.223663499986287
logistic-approximation-failure,331507,executed,21.21957079099957
logistic-approximation-failure,331508,executed,21.14980920800008
logistic-approximation-failure,331509,executed,21.157611750008073
logistic-approximation-failure,331510,executed,21.17125929199392
logistic-approximation-failure,331511,executed,21.130229042028077
logistic-approximation-failure,331512,executed,20.941439000016544
logistic-approximation-failure,331513,executed,21.15888983302284
logistic-approximation-failure,331514,executed,21.138370333006606
logistic-approximation-failure,331515,executed,21.072334124997724
logistic-approximation-failure,331516,executed,21.125393082969822
logistic-approximation-failure,331517,executed,21.12533304200042
logistic-approximation-failure,331518,executed,21.159504875016864
logistic-approximation-failure,331519,executed,21.20152645901544
logistic-approximation-failure,331520,executed,21.239948166999966
logistic-approximation-failure,331521,executed,21.198329791019205
logistic-approximation-failure,331522,executed,21.171596916974522
logistic-approximation-failure,331523,executed,21.130738499981817
logistic-approximation-failure,331524,executed,21.128635250031948
logistic-approximation-failure,331525,executed,21.107761042017955
logistic-approximation-failure,331526,executed,21.272070625040215
logistic-approximation-failure,331527,executed,20.916963832976762
logistic-approximation-failure,331528,executed,21.160581750038546
logistic-approximation-failure,331529,executed,21.135208207997493
logistic-approximation-failure,331530,executed,21.137423624983057
logistic-approximation-failure,331531,executed,21.11387433303753
logistic-approximation-failure,331532,executed,20.93458483298309
logistic-approximation-failure,331533,executed,21.144799000001512
logistic-approximation-failure,331534,executed,21.14563545800047
logistic-approximation-failure,331535,executed,20.923913208011072
logistic-approximation-failure,331536,executed,21.116481792007107
logistic-approximation-failure,331537,executed,21.157207750016823
logistic-approximation-failure,331538,executed,21.137864875025116
logistic-approximation-failure,331539,executed,21.13874670799123
logistic-approximation-failure,331540,executed,20.948719958018046
logistic-approximation-failure,331541,executed,21.134275958000217
logistic-approximation-failure,331542,executed,21.125088958011474
logistic-approximation-failure,331543,executed,21.117349084001034
logistic-approximation-failure,331544,executed,21.12316641700454
logistic-approximation-failure,331545,executed,21.129727708001155
logistic-approximation-failure,331546,executed,20.944124041008763
logistic-approximation-failure,331547,executed,21.12784949998604
logistic-approximation-failure,331548,executed,21.020388957986142
logistic-approximation-failure,331549,executed,21.11536337499274
logistic-approximation-failure,331550,executed,21.124111166980583
